ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Duration in Years","Value Per Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
dfo-f1755-150353,dfo,"NORTHWEST FUELS",51187.01819,2015-10-08,2015,2015,1,51187.01819,51187.01819,0,"Diesel fuel","NORTHWEST FUELS"
dfo-f1755-150396,dfo,"CHEVRON CANADA LIMITED",40757.38,2015-01-08,2015,2015,1,40757.38,40757.38,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1755-150447,dfo,"CHEVRON CANADA LIMITED",94682.7,2015-01-09,2015,2015,1,94682.7,94682.7,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1755-150464,dfo,"NORTHWEST FUELS",72264.37563,2015-01-09,2015,2015,1,72264.37563,72264.37563,0,"Diesel fuel","NORTHWEST FUELS"
dfo-f1772-150244,dfo,"ARBUTUS POINT MARINE CONSULTING SERVICES",40324.03226,2015-01-07,2015,2015,1,40324.03226,40324.03226,0,"Diesel fuel","ARBUTUS POINT MARINE CONSULTING SERVICES LTD"
dfo-f1772-150323,dfo,"CHEVRON CANADA LIMITED",18217.4862,2015-01-07,2015,2015,1,18217.4862,18217.4862,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1772-150360,dfo,"CHEVRON CANADA LIMITED",17189.95329,2015-10-08,2015,2015,1,17189.95329,17189.95329,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1772-150394,dfo,"CHEVRON CANADA LIMITED",16379.249,2015-01-08,2015,2015,1,16379.249,16379.249,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1772-150422,dfo,"CHEVRON CANADA LIMITED",18061.731,2015-01-09,2015,2015,1,18061.731,18061.731,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1782-150117,dfo,"JC CONTROLS CORPORATION SYSTEMS INTEGRATOR",10006.85935,2015-01-08,2015,2015,1,10006.85935,10006.85935,0,"Repair of Ships and boats","JC CONTROLS CORPORATION SYSTEMS INTEGRATOR"
dfo-f1782-15c709,dfo,"WARTSILA CANADA",69067.62,2015-01-07,2015,2015,1,69067.62,69067.62,0,"Repair of Ships and boats","WARTSILA CANADA INC"
dfo-f1782-15c719,dfo,"MAN DIESEL CANADA",60391.97,2015-10-07,2015,2015,1,60391.97,60391.97,0,"Repair of Ships and boats","MAN DIESEL CANADA LTD"
dfo-f1782-15c722,dfo,"ATLAS POLAR COMPANY",199200,2015-01-09,2015,2015,1,199200,199200,0,"Repair of Ships and boats","ATLAS POLAR COMPANY LTD"
dfo-f1782-15c736,dfo,"NIDEC AVTRON AUTOMATION CORPORATION",93095.9568,2015-11-09,2015,2015,1,93095.9568,93095.9568,0,"Repair of Ships and boats","NIDEC AVTRON AUTOMATION CORPORATION"
dfo-fw010-150264,dfo,"NORTHWEST FUELS",13608.87567,2015-01-07,2015,2015,1,13608.87567,13608.87567,0,"Diesel fuel","NORTHWEST FUELS"
dfo-f1782-15c738,dfo,"MAN DIESEL CANADA",171055.23,2015-10-09,2015,2016,2,85527.615,171055.23,0,"Repair of Ships and boats","MAN DIESEL CANADA LTD"
dfo-f1793-150007,dfo,"NANCY VANKIRK",10000,2015-01-07,2015,2016,2,5000,10000,0,"Rental of residential buildings","NANCY VANKIRK"
dfo-f1793-150015,dfo,"DANIELS ELECTRONICS",39035.7,2015-01-08,2015,2015,1,39035.7,39035.7,0,"Communications/Networking Equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)","DANIELS ELECTRONICS LTD"
dfo-f1816-150002,dfo,"OPEN STORAGE SOLUTIONS",18752,2015-01-07,2015,2015,1,18752,18752,0,"Computer Equipment related to Production and Operations (P&O) environment - All servers, storage, printers etc (Includes all related parts and peripherals)","OPEN STORAGE SOLUTIONS"
dfo-f1822-150269,dfo,"COASTAL MOUNTAIN FUELS",38588.42,2015-01-07,2015,2015,1,38588.42,38588.42,0,"Diesel fuel","COASTAL MOUNTAIN FUELS"
dfo-f1822-150335,dfo,"COASTAL MOUNTAIN FUELS",45456.88775,2015-01-08,2015,2015,1,45456.88775,45456.88775,0,"Diesel fuel","COASTAL MOUNTAIN FUELS"
dfo-f1822-150386,dfo,"COASTAL MOUNTAIN FUELS",45952.0974,2015-01-09,2015,2015,1,45952.0974,45952.0974,0,"Diesel fuel","COASTAL MOUNTAIN FUELS"
dfo-f1824-150261,dfo,"CHEVRON CANADA LIMITED",191667,2015-01-07,2015,2015,1,191667,191667,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1824-150262,dfo,"ENEX FUELS",12560,2015-01-07,2015,2015,1,12560,12560,0,"Lubricating fuel and greases","ENEX FUELS LTD."
dfo-f1824-150316,dfo,"CHEVRON CANADA LIMITED",36259.3882,2015-01-08,2015,2015,1,36259.3882,36259.3882,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1824-150372,dfo,"CHEVRON CANADA LIMITED",171180,2015-12-09,2015,2015,1,171180,171180,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1825-150197,dfo,"COASTAL MOUNTAIN FUELS",24604.968,2015-01-07,2015,2015,1,24604.968,24604.968,0,"Diesel fuel","COASTAL MOUNTAIN FUELS"
dfo-f1825-150257,dfo,"CHEVRON CANADA LIMITED",17698.4259,2015-01-07,2015,2015,1,17698.4259,17698.4259,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1825-150270,dfo,"COASTAL MOUNTAIN FUELS",22479.4821,2015-01-08,2015,2015,1,22479.4821,22479.4821,0,"Diesel fuel","COASTAL MOUNTAIN FUELS"
dfo-f1825-150286,dfo,"COASTAL MOUNTAIN FUELS",10381.31,2015-01-09,2015,2015,1,10381.31,10381.31,0,"Diesel fuel","COASTAL MOUNTAIN FUELS"
dfo-f1825-150314,dfo,"COASTAL MOUNTAIN FUELS",14440.5,2015-01-09,2015,2015,1,14440.5,14440.5,0,"Diesel fuel","COASTAL MOUNTAIN FUELS"
dfo-f1826-150249,dfo,"CHEVRON CANADA LIMITED",41940.91,2015-01-07,2015,2015,1,41940.91,41940.91,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1826-150272,dfo,"COASTAL MOUNTAIN FUELS",17350.8,2015-11-08,2015,2015,1,17350.8,17350.8,0,"Lubricating fuel and greases","COASTAL MOUNTAIN FUELS"
dfo-f1826-150275,dfo,"CHEVRON CANADA LIMITED",42664.3,2015-01-07,2015,2015,1,42664.3,42664.3,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1826-150333,dfo,"CHEVRON CANADA LIMITED",43899.0612,2015-01-08,2015,2015,1,43899.0612,43899.0612,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f1826-150404,dfo,"NORTHWEST FUELS",41443.46631,2015-02-09,2015,2015,1,41443.46631,41443.46631,0,"Diesel fuel","NORTHWEST FUELS"
dfo-f1826-150425,dfo,"CHEVRON CANADA LIMITED",37102.3116,2015-01-09,2015,2015,1,37102.3116,37102.3116,0,"Diesel fuel","CHEVRON CANADA LIMITED"
dfo-f2301-150096,dfo,"BRISEBOIS CONSTRUCTION",12277,2015-11-09,2015,2016,2,6138.5,12277,0,"Other buildings","BRISEBOIS CONSTRUCTION"
dfo-f2311-150029,dfo,"WILDERNESS HELICOPTERS",19250,2015-10-07,2015,2015,1,19250,19250,0,"Rental of aircraft","WILDERNESS HELICOPTERS LTD"
dfo-f2311-150030,dfo,"WILDERNESS HELICOPTERS",30800,2015-01-07,2015,2015,1,30800,30800,0,"Rental of aircraft","WILDERNESS HELICOPTERS LTD"
dfo-f2402-150059,dfo,"AIR NUNAVUT",25318,2015-01-07,2015,2015,1,25318,25318,0,"Public Servant Travel¿Support core mandate activities","AIR NUNAVUT"
dfo-f2402-150060,dfo,"NORTH/SOUTH CONSULTANTS",23800,2015-01-07,2015,2015,1,23800,23800,0,"Other professional services not otherwise specified","NORTH/SOUTH CONSULTANTS INC"
dfo-f2402-150081,dfo,"NORTH/SOUTH CONSULTANTS",15000,2015-01-08,2015,2016,2,7500,15000,0,"Scientific consultants","NORTH/SOUTH CONSULTANTS INC"
dfo-f2402-150082,dfo,"GREAT SLAVE HELICOPTERS",10150,2015-01-08,2015,2016,2,5075,10150,0,"Rental of aircraft","GREAT SLAVE HELICOPTERS"
dfo-f2429-150005,dfo,"GREAT SLAVE HELICOPTERS",14500,2015-01-09,2015,2016,2,7250,14500,0,"Rental of aircraft","GREAT SLAVE HELICOPTERS"
dfo-f2444-150022,dfo,"GREAT SLAVE HELICOPTERS",18928,2015-01-08,2015,2015,1,18928,18928,0,"Public Servant Travel¿Support core mandate activities","GREAT SLAVE HELICOPTERS"
dfo-f2450-150011,dfo,"AIR NUNAVUT",25379,2015-01-09,2015,2015,1,25379,25379,0,"Public Servant Travel¿Support core mandate activities","AIR NUNAVUT"
dfo-f2470-150012,dfo,"TERRY LAVALLEE CONSTRUCTION",450000,2015-01-07,2015,2016,2,225000,450000,0,"Marine installations","TERRY LAVALLEE CONSTRUCTION"
dfo-f2513-150403,dfo,"JOSEPH ELIE",12434.1987,2015-01-08,2015,2015,1,12434.1987,12434.1987,0,"Diesel fuel","JOSEPH ELIE"
dfo-f2535-150377,dfo,"STERLING FUELS",10823.8,2015-01-07,2015,2015,1,10823.8,10823.8,0,"Diesel fuel","STERLING FUELS"
dfo-f2535-150390,dfo,"STERLING FUELS",10020.4,2015-01-07,2015,2015,1,10020.4,10020.4,0,"Diesel fuel","STERLING FUELS"
dfo-f2535-150438,dfo,"STERLING FUELS",13607.6784,2015-01-08,2015,2015,1,13607.6784,13607.6784,0,"Diesel fuel","STERLING FUELS"
dfo-f2535-150502,dfo,"STERLING FUELS",12724.9771,2015-01-08,2015,2015,1,12724.9771,12724.9771,0,"Diesel fuel","STERLING FUELS"
dfo-f2535-150566,dfo,"STERLING FUELS",13333.4162,2015-01-09,2015,2015,1,13333.4162,13333.4162,0,"Diesel fuel","STERLING FUELS"
dfo-f2541-150326,dfo,"STERLING FUELS",267487.86,2015-01-07,2015,2015,1,267487.86,267487.86,0,"Diesel fuel","STERLING FUELS"
dfo-f2541-150545,dfo,"IRVING OIL COMMERCIAL GP",199051.5804,2015-11-09,2015,2015,1,199051.5804,199051.5804,0,"Diesel fuel","IRVING OIL COMMERCIAL G.P."
dfo-f2549-150001,dfo,"LEHTONEN MANAGEMENT CONSULTING",10000,2015-01-08,2015,2015,1,10000,10000,0,"Tuition fees and costs of attending courses including seminars not elsewhere specified (specify)","LEHTONEN MANAGEMENT CONSULTING LTD."
dfo-f2551-150003,dfo,"AIR NUNAVUT",19600,2015-01-07,2015,2015,1,19600,18681,2,"Public Servant Travel¿Support core mandate activities","AIR NUNAVUT"
dfo-f2563-150013,dfo,"GO DEEP INTERNATIONAL",29568,2015-01-07,2015,2015,1,29568,29568,0,"Other equipment and parts","GO DEEP INTERNATIONAL"
dfo-f2563-150015,dfo,"WATECH SERVICES",19337,2015-01-08,2015,2015,1,19337,19337,0,"Engineering consultants - construction","WATECH SERVICES INC."
dfo-f2563-150027,dfo,"3E COMPANY",14397.5,2015-01-09,2015,2016,2,7198.75,14397.5,0,"Information Technology and Telecommunications Consultants","3E COMPANY"
dfo-f2599-150027,dfo,"INLAND LIFERAFTS & MARINE LIMITED",36890,2015-01-08,2015,2015,1,36890,36890,0,"Repair of Ships and boats","INLAND LIFERAFTS & MARINE LIMITED"
dfo-f2599-150046,dfo,"TOROMONT INDUSTRIES",19766.88,2015-01-07,2015,2015,1,19766.88,19766.88,0,"Repair of Ships and boats","TOROMONT INDUSTRIES LTD"
dfo-f2599-155003,dfo,"HEDDLE MARINE SERVICE",2929203,2015-01-07,2015,2015,1,2929203,2929203,0,"Repair of Ships and boats","HEDDLE MARINE SERVICE INC"
dfo-f2599-155078,dfo,LIEBHERR-CANADA,45200,2015-01-07,2015,2015,1,45200,45200,0,"Repair of Ships and boats","LIEBHERR-CANADA LTD"
dfo-f2599-155100,dfo,"MMH MARINE",96400,2015-01-08,2015,2015,1,96400,96400,0,"Repair of Ships and boats","MMH. MARINE INC"
dfo-f2599-155108,dfo,"ROLLS-ROYCE CANADA T46277",34330.58,2015-01-09,2015,2015,1,34330.58,34330.58,0,"Repair of Ships and boats","ROLLS-ROYCE CANADA LTD T46277"
dfo-f2599155126,dfo,"GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE",12361.23,2015-10-08,2015,2015,1,12361.23,12361.23,0,"Repair of Ships and boats","GARLOCK OF CANADA LTD OPERATING AS FAIRBANKS MORSE ENGINE"
dfo-f2599-155129,dfo,"VOLVO PENTA CANADA",41689.62,2015-01-08,2015,2015,1,41689.62,41689.62,0,"Repair of Ships and boats","VOLVO PENTA CANADA INC"
dfo-f2599-155134,dfo,"WARTSILA CANADA",206901.73,2015-01-09,2015,2015,1,206901.73,206901.73,0,"Repair of Ships and boats","WARTSILA CANADA INC"
dfo-f2599-155135,dfo,"WARTSILA CANADA",74611.46,2015-01-09,2015,2015,1,74611.46,74611.46,0,"Repair of Ships and boats","WARTSILA CANADA INC"
dfo-f2603-150041,dfo,"VALCOM MANUFACTURING GROUP",11100,2015-01-09,2015,2016,2,5550,11100,0,"Miscellaneous manufactured articles","VALCOM MANUFACTURING GROUP INC"
dfo-f2608-1516-001,dfo,"ECOLE DE LANGUES EAGLE",13104,2015-01-08,2015,2015,1,13104,13104,0,"Tuition fees and costs of attending courses including seminars not elsewhere specified (specify)","ECOLE DE LANGUES EAGLE INC"
dfo-f2905-150042,dfo,"HOSKIN SCIENTIFIC LIMITED",20041.17,2015-01-09,2015,2015,1,20041.17,20041.17,0,"Miscellaneous manufactured articles","HOSKIN SCIENTIFIC LIMITED"
dfo-f2919-150016,dfo,"IIC TECHNOLOGIES",14196.42,2015-01-07,2015,2015,1,14196.42,14196.42,0,"Scientific services","IIC TECHNOLOGIES"
dfo-f2919-150017,dfo,"IIC TECHNOLOGIES",14570.01,2015-01-07,2015,2015,1,14570.01,14570.01,0,"Scientific services","IIC TECHNOLOGIES"
dfo-f2919-150033,dfo,"IIC TECHNOLOGIES",15317.19,2015-01-07,2015,2015,1,15317.19,15317.19,0,"Scientific services","IIC TECHNOLOGIES"
dfo-f2919-150037,dfo,NEAS,10595.7,2015-11-09,2015,2015,1,10595.7,10595.7,0,"Transportation of things not elsewhere specified","NEAS INC"
dfo-f2924-150213,dfo,"STERLING FUELS",38708.52,2015-01-07,2015,2015,1,38708.52,36821.68,2,"Diesel fuel","STERLING FUELS"
dfo-f2924-150277,dfo,"STERLING FUELS",15449.9152,2015-01-07,2015,2015,1,15449.9152,15449.9152,0,"Diesel fuel","STERLING FUELS"
dfo-f2924-150335,dfo,"STERLING FUELS",13022.313,2015-01-08,2015,2015,1,13022.313,13022.313,0,"Diesel fuel","STERLING FUELS"
dfo-f2934-150019,dfo,QPS,22792,2015-01-08,2015,2015,1,22792,22792,0,"Operating System and Utility Software related to servers, storage, peripherals and components",QPS
dfo-f2934-150038,dfo,"GEOCAP AS",54539.0685,2015-01-07,2015,2016,2,27269.53425,54539.0685,0,"Operating System and Utility Software related to servers, storage, peripherals and components","GEOCAP AS"
dfo-f3017-15in144,dfo,NAVTECH,18660,2015-01-07,2015,2015,1,18660,18660,0,"Repair of Ships and boats","NAVTECH INC."
dfo-f2934-150045,dfo,"NORTHERN MICRO",20454,2015-01-07,2015,2016,2,10227,20454,0,"Computer Equipment related to Distributed Computing Environment (DCE) - Desktop/Personal/Portable (Includes all related parts and peripherals)","NORTHERN MICRO INC."
dfo-f2934-150051,dfo,HORIZANT,13327,2015-01-09,2015,2015,1,13327,13327,0,"Operating System and Utility Software related to servers, storage, peripherals and components",HORIZANT
dfo-f2934-150062,dfo,"MICROSOFT CANADA",51000,2015-01-09,2015,2015,1,51000,51000,0,"Computer Services (includes IT solutions / deliverables as well as IT Managed Services)","MICROSOFT CANADA CO."
dfo-f3006-15fs108,dfo,"LES HUILES DESROCHES",10736.51843,2015-01-07,2015,2015,1,10736.51843,10736.51843,0,"Diesel fuel","LES HUILES DESROCHES INC"
dfo-f3006-15fs108/1,dfo,"DESROCHES GROUPE PETROLIER",10788.0894,2015-01-07,2015,2015,1,10788.0894,10788.0894,0,"Diesel fuel","DESROCHES GROUPE PETROLIER"
dfo-f3012-14in564/d,dfo,"TECHSOL MARINE",330000,2015-01-08,2015,2015,1,330000,330000,0,"Repair of Ships and boats","TECHSOL MARINE INC"
dfo-f3017-150015,dfo,"WOODWARDS OIL LIMITED",949336.9,2015-01-09,2015,2015,1,949336.9,949336.9,0,"Diesel fuel","WOODWARD'S OIL LIMITED"
dfo-f3017-15dc089,dfo,"JOSEPH ELIE",824929.002,2015-01-07,2015,2015,1,824929.002,824929.002,0,"Diesel fuel","JOSEPH ELIE"
dfo-f3017-15dl829,dfo,"GFS QUEBEC",18945.41,2015-01-07,2015,2015,1,18945.41,18945.41,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","GFS QUEBEC"
dfo-f3017-15dm383,dfo,"WESTPIER MARINE & INDUSTRIAL SUPPLY",42420,2015-01-07,2015,2015,1,42420,42420,0,"Lubricating fuel and greases","WESTPIER MARINE & INDUSTRIAL SUPPLY INC"
dfo-f3017-15in005,dfo,NAVTECH,19560,2015-01-07,2015,2015,1,19560,19560,0,"Architectural services","NAVTECH INC."
dfo-f3017-15in197,dfo,"ALFA LAVAL",10000,2015-01-09,2015,2015,1,10000,10000,0,"Repair of Ships and boats","ALFA LAVAL INC."
dfo-f3017-15ind484,dfo,"GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE",25926.4,2015-01-07,2015,2016,2,12963.2,25926.4,0,"Ships and boats parts","GARLOCK OF CANADA LTD OPERATING AS FAIRBANKS MORSE ENGINE"
dfo-f3017-15ind491,dfo,"GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE",35730.06,2015-01-07,2015,2015,1,35730.06,35730.06,0,"Repair of Ships and boats","GARLOCK OF CANADA LTD OPERATING AS FAIRBANKS MORSE ENGINE"
dfo-f3017-15ind505,dfo,"ALFA LAVAL",32402,2015-01-09,2015,2015,1,32402,32402,0,"Repair of Ships and boats","ALFA LAVAL INC."
dfo-f3017-15ind525,dfo,"GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE",10225.38,2015-01-09,2015,2015,1,10225.38,10225.38,0,"Repair of Ships and boats","GARLOCK OF CANADA LTD OPERATING AS FAIRBANKS MORSE ENGINE"
dfo-f3019-150015,dfo,"WOODWARDS OIL LIMITED",964060,2015-11-09,2015,2015,1,964060,964060,0,"Diesel fuel","WOODWARD'S OIL LIMITED"
dfo-f3019-15inr604,dfo,"WAJAX POWER SYSTEMS",17380.79,2015-01-03,2015,2015,1,17380.79,17380.79,0,"Repair of Ships and boats","WAJAX POWER SYSTEMS"
dfo-f3019-15inr667,dfo,"WAJAX POWER SYSTEMS",21121.4447,2015-01-08,2015,2015,1,21121.4447,21121.4447,0,"Repair of Ships and boats","WAJAX POWER SYSTEMS"
dfo-f3019-15inr681,dfo,"GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE",52770.9,2015-01-09,2015,2015,1,52770.9,52770.9,0,"Repair of Ships and boats","GARLOCK OF CANADA LTD OPERATING AS FAIRBANKS MORSE ENGINE"
dfo-f3019-15inr687,dfo,"ALFA LAVAL",15809.16,2015-01-09,2015,2015,1,15809.16,15809.16,0,"Repair of Ships and boats","ALFA LAVAL INC."
dfo-f3019-15-rc085,dfo,"JOSEPH ELIE",716789.4318,2015-01-07,2015,2015,1,716789.4318,716789.4318,0,"Diesel fuel","JOSEPH ELIE"
dfo-f3051-150011,dfo,"GO DEEP INTERNATIONAL",78921,2015-01-07,2015,2016,2,39460.5,78921,0,"Other equipment and parts","GO DEEP INTERNATIONAL"
dfo-f3054-150006,dfo,"TERMA NORTH AMERICA",10049.932,2015-01-09,2015,2015,1,10049.932,10049.932,0,"Communications/Networking Equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)","TERMA NORTH AMERICA INC"
dfo-f3059-030815-first1,dfo,"FIRST AIR",84392,2015-01-08,2015,2015,1,84392,84392,0,"Public Servant Travel¿Support core mandate activities","FIRST AIR"
dfo-f3059-070715,dfo,"JAZZ AVIATION LP",20867.87,2015-01-07,2015,2015,1,20867.87,20867.87,2,"Public Servant Travel¿Support core mandate activities","JAZZ AVIATION LP"
dfo-f3059-150521-nol04,dfo,"NOLINOR AVIATION",88210.89,2015-01-05,2015,2015,1,88210.89,110248.41,0,"Public Servant Travel¿Support core mandate activities","NOLINOR AVIATION"
dfo-f3059-230715,dfo,"OCEAN REMORQUAGE QUEBEC",18240,2015-01-07,2015,2015,1,18240,18240,0,"Other business services not elsewhere specified","OCEAN REMORQUAGE QUEBEC INC"
dfo-f3059-2309151,dfo,"NOLINOR AVIATION",63645.75,2015-01-09,2015,2015,1,63645.75,63645.75,0,"Public Servant Travel¿Support core mandate activities","NOLINOR AVIATION"
dfo-f3063-150401,dfo,"SPERRY MARINE CANADA LIMITED",71760,2015-01-09,2015,2016,2,35880,71760,0,"Communications/Networking Equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)","SPERRY MARINE CANADA LIMITED"
dfo-f3063-150402,dfo,"SPERRY MARINE CANADA LIMITED",214175,2015-11-09,2015,2015,1,214175,214175,0,"Communications/Networking Equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)","SPERRY MARINE CANADA LIMITED"
dfo-f3065-15n016/001/qcl,dfo,"TECHSOL MARINE",435010.75,2015-01-09,2015,2015,1,435010.75,435010.75,0,"Repair of Ships and boats","TECHSOL MARINE INC"
dfo-f3065-15sg201,dfo,"POMERLEAU LES BATEAUX",10590.14,2015-01-07,2015,2015,1,10590.14,9342.29,0,"Repair of Ships and boats","POMERLEAU LES BATEAUX INC"
dfo-f3065-15sg216,dfo,"MERCURY MARINE LIMITED",10170.72,2015-01-07,2015,2015,1,10170.72,10170.72,0,"Repair of Ships and boats","MERCURY MARINE LIMITED"
dfo-f3089-14g094/001/qcn,dfo,"SMITHS DIESEL & POWER SYSTEMS",44567.12,2015-02-07,2015,2015,1,44567.12,44567.12,0,"Ships and boats parts","SMITH'S DIESEL & POWER SYSTEMS"
dfo-f3089-15im137,dfo,"BOMBARDIER RECREATIONAL PRODUCTS",12949.2,2015-01-07,2015,2015,1,12949.2,12949.2,0,"Lubricating fuel and greases","BOMBARDIER RECREATIONAL PRODUCTS INC."
dfo-f3089-15im138,dfo,"CHRONO AVIATION",14755,2015-01-07,2015,2015,1,14755,14755,0,"Public Servant Travel¿Support core mandate activities","CHRONO AVIATION INC"
dfo-f3089-15im146,dfo,"CHRONO AVIATION",10920,2015-01-07,2015,2015,1,10920,10920,0,"Public Servant Travel¿Support core mandate activities","CHRONO AVIATION INC"
dfo-f3089-15im162,dfo,"CHRONO AVIATION",11030.001,2015-01-08,2015,2015,1,11030.001,11030.001,0,"Public Servant Travel¿Support core mandate activities","CHRONO AVIATION INC"
dfo-f3089-15im165,dfo,"CHRONO AVIATION",13775,2015-10-09,2015,2015,1,13775,13775,0,"Public Servant Travel¿Support core mandate activities","CHRONO AVIATION INC"
dfo-f3090-150008,dfo,GYSTECH,14600,2015-01-09,2015,2015,1,14600,14600,0,"Non-professional personal service contracts not elsewhere specified","GYSTECH INC"
dfo-f3731-150113,dfo,"WSP CANADA",16350,2015-01-07,2015,2015,1,16350,16350,0,"Marine installations","WSP CANADA INC"
dfo-f3731-150137,dfo,"GENERAL MOTORS OF CANADA LIMITED",24997,2015-01-07,2015,2015,1,24997,24997,0,"Road motor vehicles","GENERAL MOTORS OF CANADA LIMITED"
dfo-f3731-150138/001/bap,dfo,"TRANS-WORLD DISTRIBUTING",191952.46,2015-01-09,2015,2015,1,191952.46,191952.46,0,"Wood and articles of wood","TRANS-WORLD DISTRIBUTING LTD"
dfo-f3731-150149,dfo,"SERVICE AQUA-HABITAT",10840,2015-10-07,2015,2015,1,10840,10840,0,"Other business services not elsewhere specified","SERVICE AQUA-HABITAT"
dfo-f3731-150150,dfo,"SERVICE AQUA-HABITAT",22010,2015-01-07,2015,2015,1,22010,12580,2,"Engineering consultants - other (specify)","SERVICE AQUA-HABITAT"
dfo-f3731-150151,dfo,"LEFEBVRE ET BENOIT",31792,2015-01-07,2015,2015,1,31792,31792,0,"Wood and articles of wood","LEFEBVRE ET BENOIT"
dfo-f3731-150152,dfo,"PAVAGE BETON TC",12015,2015-01-07,2015,2015,1,12015,12015,0,"Marine installations","PAVAGE BETON TC INC"
dfo-f3731-150153,dfo,"CANAC-MARQUIS GRENIER",16983.05,2015-01-07,2015,2015,1,16983.05,9568.35,0,"Wood and articles of wood","CANAC-MARQUIS GRENIER"
dfo-f3731-150154,dfo,"STANTEC CONSULTING",10000,2015-01-07,2015,2016,2,5000,10000,0,"Engineering consultants - construction","STANTEC CONSULTING LTD"
dfo-f3731-150158,dfo,"GERARD JONCAS",11000,2015-01-08,2015,2016,2,5500,11000,0,"Engineering consultants - other (specify)","GERARD JONCAS"
dfo-f3731-150163,dfo,"WESCO DISTRIBUTION CANADA",32551.96,2015-01-07,2015,2015,1,32551.96,32551.96,0,"Other equipment and parts","WESCO DISTRIBUTION - CANADA, INC."
dfo-f3731-150166,dfo,"CANAC-MARQUIS GRENIER",34005.5,2015-11-08,2015,2015,1,34005.5,34005.5,0,"Other equipment and parts","CANAC-MARQUIS GRENIER"
dfo-f3731-150173,dfo,"SERVICE AQUA-HABITAT",10075,2015-01-08,2015,2015,1,10075,10075,0,"Other business services not elsewhere specified","SERVICE AQUA-HABITAT"
dfo-f3731-150192,dfo,"ASSOCIATION DE GESTION HALIEUTIQUE AUTOCHTONE MIKMAQ ET MALÉCITE (AGHAMM)",18585,2015-01-09,2015,2016,2,9292.5,18585,0,"Engineering consultants - other (specify)","ASSOCIATION DE GESTION HALIEUTIQUE AUTOCHTONE MI'KMAQ ET MALÉCITE (AGHAMM)"
dfo-f3731-150195,dfo,"CANAC-MARQUIS GRENIER",17266.96,2015-01-09,2015,2015,1,17266.96,17266.96,0,"Marine installations","CANAC-MARQUIS GRENIER"
dfo-f3731-150197,dfo,"CANAC-MARQUIS GRENIER",12391.5,2015-01-09,2015,2015,1,12391.5,12391.5,0,"Other equipment and parts","CANAC-MARQUIS GRENIER"
dfo-f3731-150200,dfo,"AXOR EXPERTS CONSEILS",10510,2015-01-09,2015,2016,2,5255,10510,0,"Engineering consultants - other (specify)","AXOR EXPERTS CONSEILS INC"
dfo-f3744-14n646/001/qcn,dfo,NAVTECH,15338,2015-01-07,2015,2015,1,15338,15338,0,"Repair of Ships and boats","NAVTECH INC."
dfo-f3744-15n036/01/qcn,dfo,"GRIFFON HOVERWORK",167615.99,2015-01-07,2015,2015,1,167615.99,167615.99,0,"Repair of Ships and boats","GRIFFON HOVERWORK"
dfo-f3756-14in793/1,dfo,PROCONTACT,10650,2015-01-07,2015,2015,1,10650,10650,0,"Repair of Ships and boats",PROCONTACT
dfo-f3756-15fc056,dfo,"JOSEPH ELIE",679855.0626,2015-01-07,2015,2015,1,679855.0626,679855.0626,0,"Diesel fuel","JOSEPH ELIE"
dfo-f3756-15fl525,dfo,"JB CADRIN",35054.06,2015-01-06,2015,2015,1,35054.06,35045.32,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","JB CADRIN"
dfo-f3756-15fl533,dfo,"GFS QUEBEC",49103.07,2015-01-07,2015,2015,1,49103.07,49103.07,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","GFS QUEBEC"
