ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
ic-3509888,ic,"CANON CANADA",22672,2010-09-01,2010,2012,22672,0,,"CANON CANADA INC."
ic-4505282,ic,"ROBERT HALF OF CANADA",26455,2008-09-22,2008,2009,26455,0,,"ROBERT HALF OF CANADA INC."
ic-9202076301,ic,"PITNEY BOWES SOFTWARE CANADA",241883,2013-04-01,2013,2014,241883,0,,"PITNEY BOWES SOFTWARE CANADA INC"
ic-4502911,ic,"EXCEL HUMAN RESOURCES",11811,2005-01-10,2005,2005,11811,0,,"EXCEL HUMAN RESOURCES"
ic-2033591,ic,IEEE,91869,2014-04-01,2014,2015,91869,0,,IEEE
ic-3015641,ic,"SUPREME DISTRIBUTORS",13883,2005-04-01,2005,2006,13883,0,,"SUPREME DISTRIBUTORS"
ic-9201257401,ic,"PUBLIC WORKS AND GOVERNMENT",10991,2007-03-06,2007,2007,10991,0,,"PUBLIC WORKS AND GOVERNMENT"
ic-5016959,ic,"E & B DATA",24985,2006-02-07,2006,2006,24985,0,,"E & B DATA"
ic-5025820,ic,"CTC COMPUTER TRAINING CENTRES",49579,2013-01-14,2013,2013,49579,0,,"CTC COMPUTER TRAINING CENTRES"
ic-4504402,ic,SPHERION,14294,2007-03-12,2007,2007,14294,0,,SPHERION
ic-5026342,ic,"JOAN HUZAR",18000,2013-11-01,2013,2014,18000,0,,"JOAN HUZAR"
ic-5024782,ic,"CENTER FOR AUTOMOTIVE RESEARCH",24990,2011-10-20,2011,2011,24990,0,,"CENTER FOR AUTOMOTIVE RESEARCH"
ic-5025756,ic,"NEO INSIGHT",24973,2012-12-03,2012,2013,24973,0,,"NEO INSIGHT"
ic-5015904,ic,"STRATUM ASSOCIATES",24931,2005-07-28,2005,2005,24931,0,,"STRATUM ASSOCIATES LTD."
ic-5024956,ic,"GRC ARCHITECTS",35256,2011-12-05,2011,2012,35256,0,,"GRC ARCHITECTS INC"
ic-3017030,ic,COMPUGEN,13001,2006-02-01,2006,2006,13001,0,,"COMPUGEN INC."
ic-1530358,ic,UNILINK,19080,2006-12-03,2006,2006,19080,0,,UNILINK
ic-3507858,ic,"WILLIAM HART",11592,2008-12-26,2008,2009,11592,0,,"WILLIAM HART"
ic-5015235,ic,SCIENCE-METRIX,24957,2005-04-22,2005,2005,24957,0,,SCIENCE-METRIX
ic-2524491,ic,"BITQUEST CORPORATION",11944,2009-07-01,2009,2010,11944,0,,"BITQUEST CORPORATION"
ic-3508455,ic,"SHARP FINANCE",24570,2009-06-01,2009,2012,24570,0,,"SHARP FINANCE"
ic-5012386,ic,IRINAKIM&CO,24717,2004-04-14,2004,2004,24717,0,,IRINAKIM&CO
ic-9200875301,ic,"SOFTCHOICE CORPORATION",137890,2005-03-22,2005,2006,137890,0,,"SOFTCHOICE CORPORATION"
ic-3506968,ic,"SHARP ELECTRONICS",35570,2008-04-01,2008,2011,35570,0,,"SHARP ELECTRONICS OF CANADA LTD."
ic-5021943,ic,"NCR ASSOCIATES",12600,2008-12-15,2008,2009,12600,0,,"NCR ASSOCIATES"
ic-2026255,ic,"DECIMA PUBLISHING",47936,2005-01-28,2005,2005,47936,0,,"DECIMA PUBLISHING INC."
ic-5024451,ic,"KNOWLEDGE CIRCLE LEARNING SERVICES",16455,2011-05-02,2011,2011,16455,0,,"KNOWLEDGE CIRCLE LEARNING SERVICES"
ic-3513204,ic,"3005526 CANADA",29081,2014-04-07,2014,2015,29081,0,,"3005526 CANADA INC."
ic-5022175,ic,"EXCEL HUMAN RESOURCES",23310,2009-03-02,2009,2009,23310,0,,"EXCEL HUMAN RESOURCES"
ic-5016800,ic,"TELUS NATIONAL SYSTEM",24878,2006-03-08,2006,2006,24878,0,,"TELUS NATIONAL SYSTEM INC."
ic-5019779,ic,"MAISON DE FORMATION LINGUISTIQUE",25000,2007-06-11,2007,2008,25000,0,,"MAISON DE FORMATION LINGUISTIQUE"
ic-3031849,ic,ITEX,22293,2016-03-29,2016,2017,22293,0,,"ITEX INC."
ic-1533562,ic,"AGILENT TECHNOLOGIES CANADA",11327,2007-11-07,2007,2008,11327,0,,"AGILENT TECHNOLOGIES CANADA INC"
ic-3026747,ic,"ACME FUTURE SECURITY CONTROLS",22119,2010-07-16,2010,2010,22119,0,,"ACME FUTURE SECURITY CONTROLS INC."
ic-3022692,ic,"WORKDYNAMICS TECHNOLOGIES",15980,2008-07-01,2008,2009,15980,0,,"WORKDYNAMICS TECHNOLOGIES INC."
ic-9201368302,ic,"GENERAL MOTORS OF CANADA LIMITED",21095,2008-03-15,2008,2008,21095,0,,"GENERAL MOTORS OF CANADA LIMITED"
ic-5023176,ic,"NEO INSIGHT",23546,2010-02-01,2010,2010,23546,0,,"NEO INSIGHT"
ic-3507621,ic,"CANON CANADA",17048,2008-11-01,2008,2011,17048,0,,"CANON CANADA INC."
ic-3027570,ic,"TESTFORCE SYSTEMS",20702,2010-12-20,2010,2011,20702,0,,"TESTFORCE SYSTEMS INC."
ic-9200912301,ic,"ORACLE CANADA",166316,2005-03-29,2005,2005,166316,0,,"ORACLE CORPORATION CANADA INC."
ic-9200724101,ic,"EQUITRAC CORPORATION",40253,2004-07-26,2004,2004,40253,0,,"EQUITRAC CORPORATION"
ic-4503838,ic,"EXCEL HUMAN RESOURCES",19481,2006-05-05,2006,2006,19481,0,,"EXCEL HUMAN RESOURCES"
ic-2029518,ic,"WORLD STEEL DYNAMICS",10245,2007-11-22,2007,2008,10245,0,,"WORLD STEEL DYNAMICS INC."
ic-2525734,ic,"CCH CANADIAN LIMITED",20036,2010-03-31,2010,2011,20036,0,,"CCH CANADIAN LIMITED"
ic-5025977,ic,"IHS GLOBAL",24972,2013-03-12,2013,2013,24972,0,,"IHS GLOBAL"
ic-5017037,ic,"BIOPRODUCTS CANADA",21400,2006-02-15,2006,2006,21400,0,,"BIOPRODUCTS CANADA INC."
ic-4504616,ic,"EXCEL HUMAN RESOURCES",13791,2007-07-03,2007,2007,13791,0,,"EXCEL HUMAN RESOURCES"
ic-3016609,ic,"INTEGRA NETWORKS CORP",30135,2005-12-05,2005,2005,30135,0,,"INTEGRA NETWORKS CORP."
ic-5018819,ic,"ICEGATE SOLUTIONS",105979,2007-01-15,2007,2007,105979,0,,"ICEGATE SOLUTIONS INC."
ic-4504125,ic,"ALLIANCE PERSONNEL",16616,2006-10-02,2006,2007,16616,0,,"ALLIANCE PERSONNEL INC."
ic-5023956,ic,"DALHOUSIE UNIVERSITY",24700,2010-10-25,2010,2011,24700,0,,"DALHOUSIE UNIVERSITY"
ic-5013032,ic,"WILLIAM G DUFF",12000,2004-07-23,2004,2004,12000,0,,"WILLIAM G. DUFF"
ic-3015979,ic,"IMP SOLUTIONS",20054,2005-08-11,2005,2005,20054,0,,"IMP SOLUTIONS"
ic-2530852,ic,"ADVANCED BUSINESS INTERIORS",10734,2016-07-04,2016,2017,10734,0,,"ADVANCED BUSINESS INTERIORS INC."
ic-2523099,ic,"PUBLIC WORKS AND GOVERNMENT",22810,2008-05-28,2008,2009,22810,0,,"PUBLIC WORKS AND GOVERNMENT"
ic-4504240,ic,"PROLOGIC SYSTEMS LIMITED",25440,2007-01-02,2007,2007,25440,0,,"PROLOGIC SYSTEMS LIMITED"
ic-2530194,ic,"OTTAWA OFFICE WORKS",23052,2015-03-18,2015,2015,23052,0,,"OTTAWA OFFICE WORKS"
ic-5018365,ic,"ROBERT HALF MANAGEMENT RESOURCES",24645,2006-09-25,2006,2007,24645,0,,"ROBERT HALF MANAGEMENT RESOURCES"
ic-2530556,ic,"TWIN EQUIPMENT (OUTAOUAIS)",10577,2016-01-19,2016,2016,10577,0,,"TWIN EQUIPMENT (OUTAOUAIS) LTD."
ic-3016539,ic,"POI BUSINESS INTERIORS",47427,2005-11-23,2005,2005,47427,0,,"POI BUSINESS INTERIORS"
ic-5026035,ic,"J EDGAR SEXTON",24999,2013-03-06,2013,2014,24999,0,,"J. EDGAR SEXTON"
ic-3511455,ic,"GARTNER CANADA CO",55370,2012-03-01,2012,2013,55370,0,,"GARTNER CANADA, CO."
ic-3013494,ic,"TEKNION FURNITURE SYSTEMS",149974,2004-05-12,2004,2004,149974,0,,"TEKNION FURNITURE SYSTEMS LTD."
ic-3507413,ic,"BUCHANAN INDEXING & EDITING",11813,2008-07-28,2008,2008,11813,0,,"BUCHANAN INDEXING & EDITING"
ic-3022403,ic,"KANATEK TECHNOLOGIES",32130,2008-03-28,2008,2008,32130,0,,"KANATEK TECHNOLOGIES"
ic-1546443,ic,"ORACLE CANADA",11526,2016-06-30,2016,2017,11526,0,,"ORACLE CANADA INC"
ic-4505980,ic,"3852946 CANADA",21765,2010-01-18,2010,2010,15802,0,,"3852946 CANADA INC."
ic-2522371,ic,"TEST EQUIPMENT CONNECTION",23247,2008-01-23,2008,2008,23247,0,,"TEST EQUIPMENT CONNECTION"
ic-9202212101,ic,"THOMSON REUTERS CANADA LIMITED",23493,2014-03-05,2014,2015,23493,0,,"THOMSON REUTERS CANADA LIMITED"
ic-5026244,ic,OCLC,23171,2013-08-01,2013,2014,23171,0,,"OCLC INC."
ic-5012429,ic,"ANITA PORTIER",15922,2004-04-14,2004,2004,15922,0,,"ANITA PORTIER"
ic-5015341,ic,"SHERATON OTTAWA HOTEL & TOWERS",12822,2005-05-01,2005,2005,12822,0,,"SHERATON OTTAWA HOTEL & TOWERS"
ic-3031537,ic,"ACME FUTURE SECURITY CONTROLS",20489,2015-05-11,2015,2015,20489,0,,"ACME FUTURE SECURITY CONTROLS INC."
ic-3504979,ic,"SIMPLEX INDUSTRIES",24931,2006-02-03,2006,2006,24931,0,,"SIMPLEX INDUSTRIES INC."
ic-8500271,ic,"CORADIX TECHNOLOGY CONSULTING",151200,2008-01-02,2008,2008,151200,0,,"CORADIX TECHNOLOGY CONSULTING LTD."
ic-5012909,ic,"CARR-GORDON LIMITED",16050,2004-06-18,2004,2004,16050,0,,"CARR-GORDON LIMITED"
ic-5026974,ic,"LEAN AGILITY",16944,2014-10-15,2014,2015,16944,0,,"LEAN AGILITY INC."
ic-5019580,ic,"EDIGENOUS TECHNOLOGY",16695,2007-04-25,2007,2008,16695,0,,"EDIGENOUS TECHNOLOGY INC."
ic-5025646,ic,"GLOBAL ADVANTAGE CONSULTING GROUP",22600,2012-10-04,2012,2013,22600,0,,"GLOBAL ADVANTAGE CONSULTING GROUP"
ic-3503243,ic,"COMMISSIONAIRES (THE)",21400,2004-04-01,2004,2005,21400,0,,"COMMISSIONAIRES (THE)"
ic-5024848,ic,AVW-TELAV,22526,2011-10-30,2011,2011,22526,0,,AVW-TELAV
ic-3032176,ic,"ASOKAN BUSINESS INTERIORS",16988,2016-12-14,2016,2017,16988,0,,"ASOKAN BUSINESS INTERIORS"
ic-5012972,ic,"ELC MARKETING",14980,2004-07-05,2004,2004,14980,0,,"ELC MARKETING"
ic-5015965,ic,"PIERRE A LEBEL",10108,2005-08-15,2005,2005,10108,0,,"PIERRE A. LEBEL"
ic-5021419,ic,"AJILON CANADA",198511,2008-07-07,2008,2009,198511,0,,"AJILON CANADA INC"
ic-5025610,ic,"WATERWOOD COMMUNICATIONS CORP",23137,2012-09-14,2012,2012,23137,0,,"WATERWOOD COMMUNICATIONS CORP."
ic-3509608,ic,"2946271 CANADA",14700,2010-05-13,2010,2011,14700,0,,"2946271 CANADA INC."
ic-9201437201,ic,INMOTION,54338,2008-05-30,2008,2008,54338,0,,INMOTION
ic-2529542,ic,VAPOREL,13514,2014-04-01,2014,2015,13514,0,,VAPOREL
ic-3515092,ic,PRA,79665,2016-05-27,2016,2016,79665,0,,"PRA INC."
ic-3018486,ic,"COMPUTER MEDIA GROUP",10640,2006-08-01,2006,2006,10640,0,,"COMPUTER MEDIA GROUP"
ic-5028178,ic,"COASTERS ASSOCIATION",24938,2016-11-21,2016,2017,24938,0,,"COASTERS ASSOCIATION INC."
ic-5021494,ic,"DELOITTE AND TOUCHE",99048,2008-08-01,2008,2008,99048,0,,"DELOITTE & TOUCHE LLP"
ic-5014337,ic,"RÉSEAU ENVIRONNEMENT",19260,2005-02-03,2005,2005,19260,0,,"RÉSEAU ENVIRONNEMENT"
ic-2029528,ic,"GREY HOUSE PUBLISHING CANADA",16218,2007-11-27,2007,2008,16218,0,,"GREY HOUSE PUBLISHING CANADA"
ic-5024132,ic,"UNIVERSITY OF OTTAWA",18645,2010-12-15,2010,2011,18645,0,,"UNIVERSITY OF OTTAWA"
ic-3028145,ic,"ANIXTER CANADA",24545,2011-03-09,2011,2011,24545,0,,"ANIXTER CANADA INC."
ic-5013211,ic,"JERRY BARTRAM AND ASSOCIATES",19260,2004-08-12,2004,2004,19260,0,,"JERRY BARTRAM AND ASSOCIATES INC."
ic-3026409,ic,"POLAR OFFICE SOLUTIONS",16302,2010-05-03,2010,2010,16302,0,,"POLAR OFFICE SOLUTIONS"
ic-3016197,ic,"FOXWISE TECHNOLOGIES",35214,2005-09-26,2005,2005,35214,0,,"FOXWISE TECHNOLOGIES INC."
ic-4506002,ic,"ROBERT HALF OF CANADA",41046,2010-02-01,2010,2010,17520,0,,"ROBERT HALF OF CANADA INC."
ic-9201386801,ic,"PUBLIC WORKS AND GOVERNMENT",82997,2008-01-23,2008,2008,82997,0,,"PUBLIC WORKS AND GOVERNMENT"
ic-3031297,ic,HAWORTH,29857,2014-12-15,2014,2015,29857,0,,"HAWORTH, LTD."
ic-3025832,ic,"TEKNION ROY & BRETON",81994,2010-02-10,2010,2010,81994,0,,"TEKNION ROY & BRETON INC."
ic-5020186,ic,"RON MULHOLLAND",13420,2007-10-15,2007,2008,13420,0,,"RON MULHOLLAND"
ic-2524327,ic,"PUBLIC WORKS AND GOVERNMENT",23011,2009-03-31,2009,2009,23011,0,,"PUBLIC WORKS AND GOVERNMENT"
ic-5014756,ic,"OWEN M TAYLOR",17735,2005-03-03,2005,2005,17735,0,,"OWEN M. TAYLOR"
ic-4506706,ic,"EXCEL HUMAN RESOURCES",44494,2012-07-30,2012,2013,44494,0,,"EXCEL HUMAN RESOURCES"
ic-5012211,ic,"INTELLECTUAL PROPERTY INSTITUTE",20437,2004-04-19,2004,2004,20437,0,,"INTELLECTUAL PROPERTY INSTITUTE"
ic-3509957,ic,"ALTIS HUMAN RESOURCES",50782,2010-09-13,2010,2010,50782,0,,"ALTIS HUMAN RESOURCES"
ic-5027736,ic,"PERLEY-ROBERTSONHILL & MCDOUGALL",18532,2016-01-25,2016,2016,18532,0,,"PERLEY-ROBERTSON,HILL & MCDOUGALL"
ic-5027470,ic,"KPMG LLP",150759,2015-06-01,2015,2015,150759,0,,"KPMG LLP"
ic-7500467,ic,"EXP SERVICES",83620,2014-09-23,2014,2016,83620,0,,"EXP SERVICES INC."
ic-2527714,ic,"WINNCOM TECHNOLOGIES CORP",17123,2012-01-25,2012,2012,17123,0,,"WINNCOM TECHNOLOGIES CORP"
ic-5021527,ic,"THOMAS RUDE",16718,2008-09-29,2008,2008,16718,0,,"THOMAS RUDE"
ic-4505638,ic,"ALTIS HUMAN RESOURCES",25578,2009-06-10,2009,2009,25578,0,,"ALTIS HUMAN RESOURCES INC."
ic-2526254,ic,"DELOITTE AND TOUCHE",16034,2010-10-15,2010,2010,16034,0,,"DELOITTE & TOUCHE LLP"
ic-2028180,ic,"CARSWELL PUBLISHING",26426,2006-09-25,2006,2007,26426,0,,"CARSWELL PUBLISHING"
ic-1544462,ic,"ROGERS AT&T WIRELESS",24011,2014-02-19,2014,2015,24011,0,,"ROGERS AT&T WIRELESS INC"
ic-3504478,ic,"ST JOSEPH DIGITAL SOLUTIONS",26739,2005-08-24,2005,2005,26739,0,,"ST. JOSEPH DIGITAL SOLUTIONS"
ic-4506576,ic,"LABOR TEK PERSONNEL SERVICES",52918,2011-11-28,2011,2012,52918,0,,"LABOR TEK PERSONNEL SERVICES LTD."
ic-3510144,ic,"BELL CANADA",24839,2010-12-06,2010,2011,24839,0,,"BELL CANADA"
ic-9201812201,ic,"INTERFAX SYSTEMS",45229,2011-03-24,2011,2011,45229,0,,"INTERFAX SYSTEMS INC."
ic-3511763,ic,"CENTRE DE DEVELOPPEMENT CIA",131080,2012-07-30,2012,2013,131080,0,,"CENTRE DE DEVELOPPEMENT C.I.A. INC"
ic-5019437,ic,"ROBERT FARLEY",25000,2007-04-02,2007,2008,25000,0,,"ROBERT FARLEY"
ic-5023528,ic,"R&S WEBB CONSULTING",22680,2010-04-19,2010,2010,22680,0,,"R&S WEBB CONSULTING, INC."
ic-5013901,ic,"INTEGRA NETWORKS CORP",14713,2004-12-09,2004,2005,14713,0,,"INTEGRA NETWORKS CORP."
ic-4504760,ic,"HUNT PERSONNEL",15688,2007-10-23,2007,2008,15688,0,,"HUNT PERSONNEL"
ic-2528154,ic,"SARTORIUS MECHATRONICS CORPORATION",23638,2012-06-04,2012,2013,23638,0,,"SARTORIUS MECHATRONICS CORPORATION"
ic-5027422,ic,"FORMATION LEAD ACTION",19380,2015-04-18,2015,2016,19380,0,,"FORMATION LEAD ACTION"
ic-2031112,ic,"THOMSON GALE",12983,2009-09-02,2009,2010,12983,0,,"THOMSON GALE"
ic-7500277,ic,"BLACK & MCDONALD LIMITED",111870,2011-02-25,2011,2012,111870,0,,"BLACK & MCDONALD LIMITED"
ic-4506812,ic,"EXCEL HUMAN RESOURCES",11761,2013-04-11,2013,2013,6637,0,,"EXCEL HUMAN RESOURCES"
ic-4506790,ic,"EXCEL HUMAN RESOURCES",16312,2013-02-25,2013,2013,16312,0,,"EXCEL HUMAN RESOURCES"
ic-5021271,ic,"MOREL MARTIN & ASSOCIATES",24150,2008-05-13,2008,2008,24150,0,,"MOREL MARTIN & ASSOCIATES INC."
ic-5012298,ic,"ROBERT DUBRULE",24610,2004-04-01,2004,2005,24610,0,,"ROBERT DUBRULE"
ic-2527696,ic,"DELL COMPUTER CORPORATION",11769,2012-01-23,2012,2016,11769,0,,"DELL COMPUTER CORPORATION"
ic-5019273,ic,BROGAN,15900,2007-03-09,2007,2007,15900,0,,"BROGAN INC."
ic-5028005,ic,"BLOCKCHAIN CANADA",22803,2016-06-13,2016,2016,22803,0,,"BLOCKCHAIN CANADA"
ic-2033692,ic,"AVASCENT GROUP (THE)",98734,2014-10-01,2014,2015,98734,0,,"AVASCENT GROUP LTD. (THE)"
ic-3508331,ic,"DELOITTE AND TOUCHE",54537,2009-04-23,2009,2009,54537,0,,"DELOITTE & TOUCHE LLP"
ic-1539809,ic,"SCHMID & PARTNER ENGINEERING AG",23998,2010-08-26,2010,2011,23998,0,,"SCHMID & PARTNER ENGINEERING AG"
ic-3504610,ic,"JOUBERT MANAGEMENT CONSULTING",21172,2005-10-18,2005,2005,21172,0,,"JOUBERT MANAGEMENT CONSULTING"
ic-5020187,ic,"INSTITUTE ON GOVERNANCE",19000,2007-10-09,2007,2007,19000,0,,"INSTITUTE ON GOVERNANCE"
ic-5012328,ic,CITÉ(LA),100000,2004-04-02,2004,2005,100000,0,,"CITÉ INC.(LA)"
ic-2033247,ic,"IMS HEALTH CANADA",24860,2013-03-25,2013,2014,24860,0,,"IMS HEALTH CANADA INC."
ic-8503540,ic,"PRICEWATERHOUSE COOPERS",50963,2015-03-23,2015,2015,50963,0,,"PRICEWATERHOUSECOOPERS LLP"
ic-3511542,ic,"SHARP ELECTRONICS",60128,2012-04-01,2012,2015,69363,0,,"SHARP ELECTRONICS OF CANADA LTD."
ic-2033485,ic,"IMS HEALTH CANADA",19775,2014-01-01,2014,2014,19775,0,,"IMS HEALTH CANADA INC."
ic-8502285,ic,"OPEN TEXT CORPORATION",10023,2014-01-09,2014,2014,10023,0,,"OPEN TEXT CORPORATION"
ic-1545508,ic,"ASSOCIATION OF PUBLIC SECTOR",18391,2015-05-20,2015,2015,18391,0,,"ASSOCIATION OF PUBLIC SECTOR"
ic-3015198,ic,"NISHA TECHNOLOGIES",27670,2005-03-15,2005,2005,27670,0,,"NISHA TECHNOLOGIES INC."
ic-3514313,ic,"ADIRONDACK TECHNOLOGIES",17899,2015-06-24,2015,2015,17899,0,,"ADIRONDACK TECHNOLOGIES"
ic-5021117,ic,"TERRIPLAN CONSULTANTS",75000,2008-06-05,2008,2009,75000,0,,"TERRIPLAN CONSULTANTS"
ic-9201670501,ic,"TESTFORCE SYSTEMS",57146,2010-02-25,2010,2010,57146,0,,"TESTFORCE SYSTEMS INC."
ic-5021522,ic,"PLEIAD CANADA",76320,2008-08-13,2008,2009,76320,0,,"PLEIAD CANADA INC."
ic-5020942,ic,"CONESTOGA-ROVERS & ASSOCIATES",23625,2008-03-12,2008,2008,23625,0,,"CONESTOGA-ROVERS & ASSOCIATES"
ic-5018598,ic,"PREFERENCE ONE CONSULTING",24910,2006-11-08,2006,2007,24910,0,,"PREFERENCE ONE CONSULTING"
ic-5026190,ic,"RSM ERASMUS UNIVERSITY",15921,2013-05-30,2013,2013,15921,0,,"RSM ERASMUS UNIVERSITY"
ic-3016995,ic,"ONIX LAZER CORPORATION",13399,2006-01-30,2006,2006,13399,0,,"ONIX LAZER CORPORATION"
ic-5022968,ic,"EAMES ENGINEERING",12075,2009-11-20,2009,2010,12075,0,,"EAMES ENGINEERING INC."
ic-3504594,ic,"ST JOSEPH DIGITAL SOLUTIONS",13191,2005-10-06,2005,2005,13191,0,,"ST. JOSEPH DIGITAL SOLUTIONS"
ic-3031123,ic,"ANIXTER CANADA",20301,2014-06-09,2014,2014,20301,0,,"ANIXTER CANADA INC."
ic-5026216,ic,"JANIQUE SIMARD-OUELLETTE",24408,2013-06-10,2013,2013,24408,0,,"JANIQUE SIMARD-OUELLETTE"
ic-5023470,ic,"EXCEL HUMAN RESOURCES",63000,2010-04-01,2010,2011,63000,0,,"EXCEL HUMAN RESOURCES"
ic-2522239,ic,"NATIONAL INSTRUMENTS",20256,2007-12-21,2007,2008,20256,0,,"NATIONAL INSTRUMENTS"
ic-5016391,ic,"GERALD A CALVER",10165,2005-11-07,2005,2006,10165,0,,"GERALD A. CALVER"
ic-3508501,ic,APOSTROPHE,36309,2009-06-08,2009,2010,36309,0,,APOSTROPHE
ic-5014119,ic,"BELLECLAIRE CONSULTING",20700,2005-01-06,2005,2005,20700,0,,"BELLECLAIRE CONSULTING"
ic-3503507,ic,"WORKDYNAMICS TECHNOLOGIES",14766,2004-08-23,2004,2004,14766,0,,"WORKDYNAMICS TECHNOLOGIES INC."
ic-5015772,ic,"ACCURATE DESIGN & COMMUNICATION",16050,2005-06-30,2005,2006,16050,0,,"ACCURATE DESIGN & COMMUNICATION"
ic-7500668,ic,"SHOULDICE MECHANICAL",302272,2016-12-20,2016,2017,302272,0,,"SHOULDICE MECHANICAL INC"
ic-5019955,ic,"INDUSTRIAL RELATIONS CENTRE",14310,2007-09-17,2007,2008,14310,0,,"INDUSTRIAL RELATIONS CENTRE"
ic-3013681,ic,"ACME FUTURE SECURITY CONTROLS",31043,2004-06-23,2004,2004,31043,0,,"ACME FUTURE SECURITY CONTROLS INC."
ic-4503857,ic,"PROLOGIC SYSTEMS LIMITED",17063,2006-05-16,2006,2006,17063,0,,"PROLOGIC SYSTEMS LIMITED"
ic-2034161,ic,"ELSEVIER BV",13013,2016-01-01,2016,2016,13013,0,,"ELSEVIER BV"
ic-2033903,ic,AVENTION,81710,2015-03-01,2015,2016,81710,0,,"AVENTION, INC."
ic-7500323,ic,"MAGELLAN ENGINEERING",375019,2012-02-17,2012,2012,339000,0,,"MAGELLAN ENGINEERING"
ic-2033433,ic,"SEABOARD GROUP",22600,2013-11-01,2013,2014,22600,0,,"SEABOARD GROUP"
ic-5025004,ic,"ANDRÉ JUNEAU",23000,2012-01-04,2012,2012,23000,0,,"ANDRÉ JUNEAU"
ic-5016638,ic,"IBM CANADA",24824,2005-12-19,2005,2006,24824,0,,"IBM BUSINESS CONSULTING SERVICES"
ic-5015490,ic,"INTERNATIONAL HUMAN FACTORS",85600,2005-05-13,2005,2006,85600,0,,"INTERNATIONAL HUMAN FACTORS"
ic-3508837,ic,"SYNERGY OUTCOMES",15285,2009-10-10,2009,2010,15285,0,,"SYNERGY OUTCOMES INC."
ic-5021329,ic,"CORADIX TECHNOLOGY CONSULTING",242403,2008-06-23,2008,2009,242403,0,,"CORADIX TECHNOLOGY CONSULTING LTD."
ic-9200815201,ic,"ACA TMETRIX",195815,2004-11-09,2004,2005,195815,0,,"ACA TMETRIX"
ic-5021923,ic,"GROUPE CTT",24885,2008-12-17,2008,2009,24885,0,,"GROUPE CTT"
ic-3020415,ic,"PAPERLINX CANADA LIMITED",11508,2007-04-18,2007,2007,11508,0,,"PAPERLINX CANADA LIMITED"
ic-5014145,ic,DESSAU-SOPRIN,25000,2005-01-24,2005,2005,25000,0,,DESSAU-SOPRIN
ic-3026854,ic,AUTODESK,10793,2010-08-12,2010,2011,10793,0,,"AUTODESK INC."
ic-3020068,ic,"STONEWORKS TECHNOLOGIES",90642,2007-03-05,2007,2007,90642,0,,"STONEWORKS TECHNOLOGIES INC."
ic-2528420,ic,"TORONTO ELECTRICAL LEASING",14850,2012-11-29,2012,2012,8183,0,,"TORONTO ELECTRICAL LEASING"
ic-3017855,ic,"CORPORATE EXPRESS CANADA",17794,2006-03-22,2006,2006,17794,0,,"CORPORATE EXPRESS CANADA INC."
ic-5012950,ic,"GROUPE CONSEIL EN MANAGEMENT",24931,2004-06-29,2004,2005,24931,0,,"GROUPE CONSEIL EN MANAGEMENT"
ic-4505620,ic,"EXCEL HUMAN RESOURCES",19995,2009-05-14,2009,2009,2807,0,,"EXCEL HUMAN RESOURCES"
ic-5027298,ic,"BART VAN ARK",10000,2015-02-16,2015,2015,10000,0,,"BART VAN ARK"
ic-5020473,ic,AVW-TELAV,11852,2007-12-06,2007,2007,11852,0,,AVW-TELAV
ic-5026319,ic,"DAWSON STRATEGIC",22600,2013-08-30,2013,2013,22600,0,,"DAWSON STRATEGIC"
ic-4505316,ic,"EXCEL HUMAN RESOURCES",13649,2008-10-16,2008,2009,13649,0,,"EXCEL HUMAN RESOURCES"
ic-3510464,ic,"XEROX CANADA",13929,2011-04-01,2011,2016,13929,0,,"XEROX CANADA LTD."
ic-9201176201,ic,"TELESAT CANADA",78864,2006-12-18,2006,2007,78864,0,,"TELESAT CANADA"
ic-3511590,ic,"CORPORATE EXECUTIVE BOARD",14144,2012-04-30,2012,2013,14144,0,,"CORPORATE EXECUTIVE BOARD"
ic-7500397,ic,"BOSS ELECTRIC",99994,2013-08-26,2013,2014,99994,0,,"BOSS ELECTRIC LTD."
ic-3507437,ic,"HACKETT CONSULTING",57330,2008-08-06,2008,2008,57330,0,,"HACKETT CONSULTING INC."
ic-3022856,ic,"COMPUTER MEDIA GROUP (THE)",11452,2008-07-14,2008,2008,11452,0,,"COMPUTER MEDIA GROUP (THE)"
ic-3029094,ic,"STEELCASE CANADA",16772,2011-12-06,2011,2012,16772,0,,"STEELCASE CANADA LTD."
ic-3504356,ic,"RAYMOND CHABOT GRANT THORNTON",56175,2005-07-14,2005,2005,56175,0,,"RAYMOND CHABOT GRANT THORNTON"
ic-1538940,ic,"TESTFORCE SYSTEMS",18344,2010-03-17,2010,2010,18344,0,,"TESTFORCE SYSTEMS INC"
ic-3019344,ic,"GRAYBAR CANADA",10761,2007-01-15,2007,2007,10761,0,,"GRAYBAR CANADA"
ic-9200786101,ic,"EMPOWER RF SYSTEMS",21888,2004-09-14,2004,2004,21888,0,,"EMPOWER RF SYSTEMS INC."
ic-5018676,ic,"QUALLIUM CORPORATION",24687,2006-11-24,2006,2007,24687,0,,"Quallium Corporation"
ic-3513029,ic,"IRON MOUNTAIN CANADA CORPORATION",52276,2014-02-14,2014,2014,52276,0,,"IRON MOUNTAIN CANADA CORPORATION"
