"operatingName","email","website","filename","alternateName","legalName"
"RBR Ltd.","info@rbr-global.com","http://www.rbr-global.com","RBR LTD.html",,
"RC Corp","info@megcrete.com","http://rccorp.com","RC CORP.html",,"1930907 Alberta Ltd"
"RC Products Ltd.","info@rcpower.com","http://www.rcpower.com","RC PRODUCTS LTD.html",,
"RC Spreadsheet Design","rclaveau2004@yahoo.ca",,"RC SPREADSHEET DESIGN.html",,
"rcbmanagement consultants","rcbmanagement@sympatico.ca",,"RCBMANAGEMENT CONSULTANTS.html",,
"RCC Electronics Limited","rcce@rcce.com","http://www.rcce.com","RCC ELECTRONICS LIMITED.html",,
"RCC International","rob.m.crawford@rogers.com",,"RCC INTERNATIONAL.html",,"6188486 Canada Corp."
"RCI Environnement Inc.","info@rcienvironnement.com","http://www.rcienvironnement.com","RCI ENVIRONNEMENT INC.html",,
"RCI","rcinternational@rcinternational.ca","http://www.rcinternational.ca","RCI.html",,"Recruitment & International Consulting Inc"
"RCM Modular inc.","info@rcmmodulaire.com","http://www.rcmmodular.com","RCM MODULAR INC.html",,"RCM Modular"
"RCS Cartage Ltd","terry@rcscartage.ca","http://www.rcscartage.ca","RCS CARTAGE LTD.html",,
"RCS Energy Services Ltd.","info@rcsenergy.ca","http://www.rcsenergy.ca","RCS ENERGY SERVICES LTD.html",,
"RCT Transport Montreal","rctmontreal@gmail.com",,"RCT TRANSPORT MONTREAL.html",,
"RCTC Corporation","info@visacenter.ca","http://www.rctccorp.com","RCTC CORPORATION.html",,
"R.C.T.F. Inc.","rctf@rctf.net",,"RCTF INC.html",,
"RCW consulting","delldk@shaw.ca",,"RCW CONSULTING.html",,
"RD Capital",,,"RD CAPITAL.html",,
"RD Énergie","simon.rousseau@rdenergie.ca","http://www.rdenergie.ca","RD ENERGIE.html",,"RD Énergie Inc"
"RD Michaels","rd@rdmichaels.net","http://www.rdmichaels.net","RD MICHAELS.html",,
"RDA Atlantic","rdaatlantic@primus.ca",,"RDA ATLANTIC.html",,
"RDA Équipement 2014 Inc","rduhaime.rda@videotron.ca","http://www.rdaequipement.com","RDA EQUIPEMENT 2014 INC.html",,
"RDA Insurance Inc.",,,"RDA INSURANCE INC.html",,
"RDCI",,,"RDCI.html",,"Robert Dupont Consultant Inc."
"RDH Building Engineering Ltd.","van@rdh.com","http://www.rdh.com","RDH BUILDING ENGINEERING LTD.html",,
"RDI Chemical Corporation","rdi@kemmfg.com","http://www.kemmfg.com","RDI CHEMICAL CORPORATION.html",,
"RDI Equipment Sales & Service Inc.","dirwin@rdi-equip.com","http://www.rdi-equip.com","RDI EQUIPMENT SALES & SERVICE INC.html",,
"RDI Group Management Services","gordondupre@rdigroup.ca",,"RDI GROUP MANAGEMENT SERVICES.html",,
"RDL Publishing","info@editionsrdl.com","http://www.editionsrdl.com","RDL PUBLISHING.html","Les Editions RDL",
"RDM Corporation","info@rdmcorp.com","http://www.rdmcorp.com","RDM CORPORATION.html","Research Development and Manufacturing","Research Development and Manufacturing Corporation"
"RDSL Enterprises","rdemers1@bell.net","http://www.qpa.ca","RDSL ENTERPRISES.html",,
"R.D.Trophées Inc.","info@imprimerieroberval.com",,"RDTROPHEES INC.html",,
"R.E. Millward and Associates Ltd.","info@remillward.com","http://www.remillward.com","RE MILLWARD AND ASSOCIATES LTD.html",,
"R.E Morrison Equipment","info@remequip.com","http://www.remequip.com","RE MORRISON EQUIPMENT.html",,
"Re-Con Hygienics","reecerecon@gmail.com","http://reecerecon.googlepages.com","RE-CON HYGIENICS.html",,"Larry Reece (Re-Con Hygienics)"
"Re-Flex 2000 inc.","dave@reflex2k.com","http://www.reflex2k.com","RE-FLEX 2000 INC.html",,
"Re-Ink Depot Inc.","info@reinkdepot.com","http://www.reinkdepot.com","RE-INK DEPOT INC.html",,
"RE/MAX - Fred Dib (Fouad)","info@freddib.com","http://www.ontariohomes4u.com","RE-MAX - FRED DIB (FOUAD).html",,"RE/MAX Real Estate Centre Inc., Brokerage - Fouad Dib (Fred)"
"RE/MAX - Joanna Jameson","joannajameson.jj@gmail.com","http://joannajameson.remax.ca","RE-MAX - JOANNA JAMESON.html",,
"Re/Max Aboutowne Realty Corp.","yvonnelittle@sympatico.ca","http://www.yvonnelittle.com","RE-MAX ABOUTOWNE REALTY CORP.html",,
"Re/Max Active Realty Inc Brokerage","info@remaxactive.ca","http://www.homesforgta.com","RE-MAX ACTIVE REALTY INC BROKERAGE.html",,"Asher Ullah - Re/Max Active Realty Inc Brokerage"
"Re/Max Professionals Inc.",,"http://www.remaxprofessionals.ca","RE-MAX PROFESSIONALS INC.html",,
"Re/Max Real Estate Center","squareone@remaxcentre.ca","http://www.remaxcentre.ca","RE-MAX REAL ESTATE CENTER.html",,
"RE/MAX Real Estate Centre Inc","Cambridge@remaxcentre.ca","http://www.remaxcentre.ca","RE-MAX REAL ESTATE CENTRE INC.html",,
"RE/MAX Realtron Realty Inc.","info@remaxrealtron.com","http://realtronhomes.com","RE-MAX REALTRON REALTY INC.html",,
"RE/MAX Realty One Inc","frontdesk@remaxrealtyone.net","http://www.remaxrealtyoneinc.com","RE-MAX REALTY ONE INC.html",,"RE/MAX Realty One Inc. Brokerage"
"RE/MAX Realty Specialists Inc.","creditvalley@remaxspec.on.ca","http://www.mississauga4sale.com","RE-MAX REALTY SPECIALISTS INC.html",,
"RE/MAX St. Andrews","dchambers@townsearch.com","http://www.townsearch.com","RE-MAX ST ANDREWS.html",,"Townsearch Information Services Inc."
"Rea UltraVapor Inc","mail@ultravapor.com","http://www.ultravapor.com","REA ULTRAVAPOR INC.html",,
"Reach Your Potential","brenda@reachyourpotential.ca","http://www.reachyourpotential.ca","REACH YOUR POTENTIAL.html",,"Reach Your Potential Coaching Services"
"Reachology","info@reachology.ca","http://www.reachology.ca","REACHOLOGY.html",,
"Reaction Internet","pt@actioncorp.biz","http://www.actioncorporation.com","REACTION INTERNET.html",,"The ACTION Corporation"
"Reactive Designs","contact@reactivedesigns.net","http://www.reactivedesigns.net","REACTIVE DESIGNS.html",,
"Read Abstracts Limited","search@readsearch.com","http://www.readsearch.com","READ ABSTRACTS LIMITED.html",,
"Read Pen Inc.","tina.klein.walsh@gmail.com","http://www.readpen.ca","READ PEN INC.html",,
"Read Voorhees & Associates Limited","readvoorhees@rva.ca",,"READ VOORHEES & ASSOCIATES LIMITED.html",,
"Ready Bake Foods Inc.","dan.bowers@readybake.com",,"READY BAKE FOODS INC.html","Western Pre-Bake - Weston Bakeries Ltd.",
"Ready Bake Foods",,,"READY BAKE FOODS.html",,"Weston Bakeries Ltd"
"Ready John","rjinfo@readyjohn.com","http://www.readyjohn.com","READY JOHN.html",,"Royal Environmental Services Inc."
"Ready Mold Design Inc.",,,"READY MOLD DESIGN INC.html",,
"Ready Rivet & Fastener Ltd.","sales@readyfastener.com","http://www.readyfastener.com","READY RIVET & FASTENER LTD.html",,
"ReadySmith Inc.","michael.smith@readysmith.com","http://www.readysmith.com","READYSMITH INC.html",,
"Real Canadian Movers","realcanadianmovers@gmail.com","http://realcanadianmovers.com","REAL CANADIAN MOVERS.html",,"Real Canadian Movers Ltd."
"Real Estate Investment Company of Ontario","info@reico.ca","http://www.reico.ca","REAL ESTATE INVESTMENT COMPANY OF ONTARIO.html",,"REICO"
"Real Estate News Exchange","thankyou@renx.ca","http://www.renx.ca","REAL ESTATE NEWS EXCHANGE.html",,"Squall Inc."
"Real Estate Professionals",,"http://www.realestateokotoks.com","REAL ESTATE PROFESSIONALS.html",,"Samantha Clement: Real Estate Professional"
"Real Estate Specialist Mike Stewart","mike@mikestewart.ca","http://www.mikestewart.ca/","REAL ESTATE SPECIALIST MIKE STEWART.html",,
"Real Home Realty Inc. Brokerage","info@realhome.ca","http://www.realhome.ca","REAL HOME REALTY INC BROKERAGE.html",,
"Réal Huot inc.","info@realhuot.ca","http://www.aqueduchuot.ca","REAL HUOT INC.html",,
"REAL IO","erundabox@gmail.com","http://www.realio.com","REAL IO.html",,"1611965 ONTARIO INC."
"Real Man Gifts","sales@realmangifts.com","http://www.realmangifts.com","REAL MAN GIFTS.html",,
"Realform Technologies","julie_ragazzo@realformtech.com","http://www.realformtech.com","REALFORM TECHNOLOGIES.html",,"1319827 Ontario Inc."
"Realinvest Canada Inc., Brokerage","realteam@realinvest.ca","http://www.realestateagencyrichmondhill.ca/","REALINVEST CANADA INC, BROKERAGE.html",,
"Realistik Communication",,"http://www.realistik.ca/","REALISTIK COMMUNICATION.html","Creationqc",
"Realize  Strategies Co-operative","info@realizestrategies.ca","http://www.realizestrategies.ca","REALIZE  STRATEGIES CO-OPERATIVE.html",,
"REALOG","realog@realog.ca","http://www.realog.ca","REALOG.html","REALOG","REALOG Consultants Inc."
"RealPros Real Estate Consultants","sold@realpros.ca","http://www.realpros.ca","REALPROS REAL ESTATE CONSULTANTS.html",,
"RealSpace Vision Communicaton Inc.","info@realspace3d.com","http://www.realspace3d.com/","REALSPACE VISION COMMUNICATON INC.html",,
"Realty 2000","ellenforrealestate@gmail.com",,"REALTY 2000.html",,"Realty 2000 Inc."
"Realty Executives Southeastern Ontario",,"http://www.pattigray.com","REALTY EXECUTIVES SOUTHEASTERN ONTARIO.html",,
"Realty Support & Marketing","info@realtysupport.ca","http://www.realtysupport.ca","REALTY SUPPORT & MARKETING.html",,"Total Marketing and Consulting Inc."
"RealtySource Inc., Brokerage","info@joelmillard.com","http://www.joelmillard.com","REALTYSOURCE INC, BROKERAGE.html",,
"Rearrangements Home Staging Ltd","martha@rearrangements.ca","http://www.rearrangements.ca","REARRANGEMENTS HOME STAGING LTD.html",,
"Rebel Communications Group","csd@rebelcom.ca","http://www.rebelcom.ca","REBEL COMMUNICATIONS GROUP.html",,
"Rebel Without a Vase, Garden and Landscape","info@rebelwithoutavase.com",,"REBEL WITHOUT A VASE, GARDEN AND LANDSCAPE.html",,
"Rebelight Publishing Inc.","info@rebelight.com","http://www.rebelight.com","REBELIGHT PUBLISHING INC.html",,"Rebelight Publishing Incorporated"
"Rebelle Architectural Lighting","info@rebellelighting.com","http://www.rebellelighting.com","REBELLE ARCHITECTURAL LIGHTING.html",,"Rebelle Lighting Fixture Co. Ltd."
"Rebellion Films INC","info@rblfilms.com","https://www.rblfilms.com","REBELLION FILMS INC.html",,
"Rebrand Advertising + Design","info@rebrand.ca","http://www.rebrand.ca","REBRAND ADVERTISING + DESIGN.html",,"Rebrand Advertising + Design Inc."
"RECAN POLYMERS","recanpolymers@yahoo.ca",,"RECAN POLYMERS.html",,
"Recanex","info@recanex.com","http://www.recanex.com","RECANEX.html",,"Recanex Corporation"
"RECCMOX","contact@reccmox.com","http://www.reccmox.com","RECCMOX.html","RECCMOX","RECCMOX Realty Inc., Brokerage"
"reclaimasphalt.com","pr@bagelawest.com","http://www.reclaimasphalt.com","RECLAIMASPHALTCOM.html",,"Royal Paving Ltd dba reclaimasphalt.com"
"Recon Air Corporation","info@reconair.net","http://www.reconair.net","RECON AIR CORPORATION.html",,
"RecordXpress","adamd@recordxpress.ca","http://www.recordxpress.ca","RECORDXPRESS.html",,
"Recoupage Québec","info@recoupagequebec.com","http://www.recoupagequebec.com","RECOUPAGE QUEBEC.html",,"Recoupage CNT Québec inc."
"Recovery Force Inc.","info@recoveryforce.com","http://www.recoveryforce.com","RECOVERY FORCE INC.html",,
"Recreational Flight",,"http://www.volrecreatif.com","RECREATIONAL FLIGHT.html",,
"Recruiting Room","brian.thompson@recruitingroom.com","http://www.recruitingroom.com","RECRUITING ROOM.html",,"1882181 Alberta Ltd"
"Rector Machine Works Ltd.","herv@rectormachineworks.com","http://www.rectormachineworks.com","RECTOR MACHINE WORKS LTD.html",,
"Récupération Frontenac inc.","info@recuperationfrontenac.com",,"RECUPERATION FRONTENAC INC.html",,
"RECYC-IT","info@recyc-it.ca","http://www.recyc-it.ca","RECYC-IT.html",,
"Recycell inc.","info@recycell.ca","http://recy-cell.ca/en/","RECYCELL INC.html",,
"Recyclage P.F. Inc.",,,"RECYCLAGE PF INC.html",,
"Recycle Smart Solutions Inc.","info@recycle-smart.com","http://www.recycle-smart.com","RECYCLE SMART SOLUTIONS INC.html",,
"Recycle-Logic Inc.","admin@recycle-logic.com","http://recycle-logic.com","RECYCLE-LOGIC INC.html",,
"Red & White Developments Ltd.","paulcf@telus.net","http://www.redandwhitesips.com","RED & WHITE DEVELOPMENTS LTD.html",,
"Red Agenda G.P.","kmalythai@agendarouge.com",,"RED AGENDA GP.html",,"Red Agenda"
"Red Carpet Elite Realty Inc., Brokerage","andrew@redcarpetelite.com","http://www.redcarpetelite.com","RED CARPET ELITE REALTY INC, BROKERAGE.html",,
"RED CARPET VALET PARKING SERVICE COMPANY","service@rcvalet.com","http://www.rcvalet.com","RED CARPET VALET PARKING SERVICE COMPANY.html",,
"Red Cherry","info@redcherry.ca","http://www.redcherryinc.ca","RED CHERRY.html",,"Red Cherry Consulting Inc"
"Red Deer Garage Door Services","reddeergaragedoorservices@gmail.com","http://www.reddeergaragedoorservices.ca","RED DEER GARAGE DOOR SERVICES.html",,
"Red Deer Industrial Sands Inc.","rdi1@shaw.ca",,"RED DEER INDUSTRIAL SANDS INC.html",,
"Red Dragon Hydraulics Ltd.","reddrago@shaw.ca","http://www.reddragonhydraulics.com","RED DRAGON HYDRAULICS LTD.html",,
"Red Goat Lodge","redgoatlodge@hotmail.com","http://redgoatlodge.ca","RED GOAT LODGE.html",,
"Red Road Publishing","redroadpub@hotmail.com","http://www.porcupineandfriends.com","RED ROAD PUBLISHING.html",,
"Red Seal Financial Ltd.","info@redsealfinancial.com","https://www.redsealfinancial.com/","RED SEAL FINANCIAL LTD.html",,
"Red Seal Recruiting Solutions Ltd.","info@redsealrecruiting.com","http://www.redsealrecruiting.com/","RED SEAL RECRUITING SOLUTIONS LTD.html",,
"Red Tag Vacations","katie.zuber@redtag.ca",,"RED TAG VACATIONS.html",,"Travel Brands INC"
"Red Wheel Marketing","info@redwheelmarketing.com","http://www.RedWheelMarketing.com","RED WHEEL MARKETING.html",,"7037694 Canada Inc"
"Red Willow Consulting Inc.",,"http://www.boyerlaw.ca","RED WILLOW CONSULTING INC.html",,"Red Willow Legal & Policy Inc."
"Red-Deuce Ltd.","progressivedrugmart@bellnet.ca",,"RED-DEUCE LTD.html",,
"REDACTEUR ONLINE","redacteur.online@videotron.ca","http://www.redacteur-online.ca","REDACTEUR ONLINE.html",,
"Redak","netphone@gmail.com",,"REDAK.html",,
"Redden Net and Rope Ltd","mark@redden-net.com","http://www.redden-rope.com","REDDEN NET AND ROPE LTD.html",,
"Redden Net Custom Nets Ltd","info@redden-net.com","http://www.redden-net.com","REDDEN NET CUSTOM NETS LTD.html",,
"Redefined Health","info@redefinedhealth.ca","http://www.redefinedhealth.ca","REDEFINED HEALTH.html",,
"Redeye Truck Parts Ltd.","jshopsky@redeyetruckparts.com",,"REDEYE TRUCK PARTS LTD.html",,
"Redfab Inc.","mmoore@redfab.com","http://www.planesights.com","REDFAB INC.html",,
"RedGap Communications Inc.","sam.kanga@sympatico.ca",,"REDGAP COMMUNICATIONS INC.html",,
"Redirack Storage Systems","info@redirack.com","http://www.redirack.com","REDIRACK STORAGE SYSTEMS.html","Konstant",
"Redline Communications Inc.","info@rdlcom.com","http://www.rdlcom.com","REDLINE COMMUNICATIONS INC.html",,
"RedLine Laser Engraving","redlineinfo@gmail.com",,"REDLINE LASER ENGRAVING.html",,
"Redline Packaging Limited","sales@redlinepackaging.com","http://www.redlinepackaging.com","REDLINE PACKAGING LIMITED.html",,
"Redline Power Craft Ltd.","contact@red-linepowercraft.com","http://www.red-linepowercraft.com","REDLINE POWER CRAFT LTD.html",,
"Redman Consulting Ltd.","sales@redmanconsulting.ca","http://www.accutech-design.com","REDMAN CONSULTING LTD.html",,
"Redpath Sugar Ltd",,"http://www.redpathsugar.com","REDPATH SUGAR LTD.html",,
"Redquest Media","redquesm@nsartonline.com","http://www.nsartonline.com","REDQUEST MEDIA.html","Nova Scotia Art Online",
"Redrix Flooring and Renovation","mitzuyan@gmail.com",,"REDRIX FLOORING AND RENOVATION.html",,"Redrix"
"REDspace","robyn.mcneil@redspace.com","http://www.redspace.com","REDSPACE.html",,"REDspace Inc"
"RedStones Photography","ruby@redstonesphotography.com","http://www.redstonesphotography.com","REDSTONES PHOTOGRAPHY.html",,
"Redtag.ca","branch.woodbridge@redtag.ca",,"REDTAGCA.html",,"Red Tag Vacations"
"Redvers Moccasins","redvers.moccasins@sasktel.net","http://redversmoccasins.com","REDVERS MOCCASINS.html",,
"Redvers Optimist","the.optimist@sasktel.net",,"REDVERS OPTIMIST.html",,
"Redwood Infotek Ltd","admin@redwood-itl.com","http://www.redwood-itl.com","REDWOOD INFOTEK LTD.html",,
"Reed Construction Data","research.canada@reedbusiness.com","http://www.reedconstructiondata.com/","REED CONSTRUCTION DATA.html",,
"Reed Tripp Construction",,,"REED TRIPP CONSTRUCTION.html",,
"REFAC Industrial Contractors Inc.","refac@refacindustrial.com","http://www.refacindustrial.com","REFAC INDUSTRIAL CONTRACTORS INC.html",,
"Refactoring Lab","info@RefactoringLab.com","http://www.RefactoringLab.com","REFACTORING LAB.html",,"AGINEX Inc."
"Référence Communication","luc.tremblay@refcom.ca","http://www.refcom.ca","REFERENCE COMMUNICATION.html",,
"Référencement Multi Contacts","info@r-m-c.ca","http://www.seo-multi-contacts.com","REFERENCEMENT MULTI CONTACTS.html",,"Créationweb Communication"
"Refined by Design",,"http://www.refinedbydesign.ca/","REFINED BY DESIGN.html",,
"Refined Renovations","mike@refinedrenovations.ca","http://www.refinedrenovations.ca","REFINED RENOVATIONS.html",,
"Reflect Window & Door","info@reflectwindow.com","http://www.reflectwindow.com","REFLECT WINDOW & DOOR.html",,
"REFLEX PAYSAGE INC.","amenagement@reflex.qc.ca","http://www.reflex.qc.ca","REFLEX PAYSAGE INC.html",,
"Reform Energy Services Corp.","res@reformenergy.com","http://www.reformenergy.com","REFORM ENERGY SERVICES CORP.html",,
"Réfrigération BD Chaleur Inc.","informations@refbdchaleur.com","http://www.refbdchaleur.com","REFRIGERATION BD CHALEUR INC.html",,
"Réfrigération Techni-Pro","technipro93@gmail.com",,"REFRIGERATION TECHNI-PRO.html",,
"REFUGE ANIMAL INC. (LE)","info@refugeanimal.com","http://www.refugeanimal.com","REFUGE ANIMAL INC (LE).html",,
"REFUGE DES ANIMAUX",,,"REFUGE DES ANIMAUX.html",,
"Reg-Affairs and QualiPractixis Inc.","femi.adeoye@reg-affairsqp.com","http://www.reg-affairsqp.com","REG-AFFAIRS AND QUALIPRACTIXIS INC.html",,
"Regal Beloit Canada","tracey.mcmeeken@regalbeloit.com","http://leeson.ca","REGAL BELOIT CANADA.html",,"Regal Beloit Canada ULC"
"Regal Gift Baskets","customercare@regalgiftbaskets.com","http://www.regalgiftbaskets.com","REGAL GIFT BASKETS.html",,
"Regal Poultry Inc.","john@regalpoultry.com","http://regalpoultry.com","REGAL POULTRY INC.html",,
"Regan Pictures","ed@reganpictures.com",,"REGAN PICTURES.html",,
"Regard Tactical","info@regardsecurite.com","http://www.regardtactical.com","REGARD TACTICAL.html",,"Regard Group"
"Regatronics Inc","info@regatronics.com","http://www.regatronics.com","REGATRONICS INC.html",,
"Regence Footwear inc.","info@regence.ca","http://www.regence.ca","REGENCE FOOTWEAR INC.html",,
"Regency Gaming Industries","moregency@sasktel.net","http://www.regencygaming.com","REGENCY GAMING INDUSTRIES.html",,
"Regency Medical Supplies","bill@regencymed.com",,"REGENCY MEDICAL SUPPLIES.html",,"RMS Medicare Ltd."
"Regent Printing","regentprint@on.aibn.com",,"REGENT PRINTING.html",,
"Regent Tool & Die Ltd.","info@regent-tool.com","http://www.regent-tool.com","REGENT TOOL & DIE LTD.html",,
"Régime des Bénéfices Autochtone","sylvain.picard@rbagroupefinancier.com","http://www.rba-nbp.qc.ca","REGIME DES BENEFICES AUTOCHTONE.html",,
"Regina & District Chamber of Commerce","info@reginachamber.com","http://www.reginachamber.com","REGINA & DISTRICT CHAMBER OF COMMERCE.html",,
"Regina Business Systems Inc.","sales@microagesask.com","http://www.microage.ca/regina","REGINA BUSINESS SYSTEMS INC.html",,
"Regina Tent & Awning Company","plssign@sasktel.net",,"REGINA TENT & AWNING COMPANY.html",,
"Regina's House Of Colour","houseofcolour@accesscomm.ca",,"REGINA'S HOUSE OF COLOUR.html",,"101009954 Saskatchewan Ltd."
"Reginald Dingman & Sons Wood Products of Austin Limited","dingmanwood@hotmail.com",,"REGINALD DINGMAN & SONS WOOD PRODUCTS OF AUSTIN LIMITED.html",,
"Regional Bookkeeping Services Ltd.","regional@bell.net",,"REGIONAL BOOKKEEPING SERVICES LTD.html",,
"Regional Business Centre","regionalbusinesscentre@sudbury.ca","http://www.regionalbusiness.ca","REGIONAL BUSINESS CENTRE.html",,
"Regional Process Equipment","jbwalker@rpe.on.ca","http://www.rpe.on.ca","REGIONAL PROCESS EQUIPMENT.html",,
"regional wildlife services","sean@regionalwildlifeservices.ca","http://www.regionalwildlifeservices.ca","REGIONAL WILDLIFE SERVICES.html",,
"Régis Côté et Associés","info_mtl@regiscote.com","http://www.regiscote.com","REGIS COTE ET ASSOCIES.html",,
"Regor Inc.","regor@bellnet.ca",,"REGOR INC.html",,
"Regroupement des éditeurs canadiens-français","info@recf.ca","http://www.avoslivres.ca","REGROUPEMENT DES EDITEURS CANADIENS-FRANCAIS.html","RÉCF",
"Regulatory Aid","e.sepulchre@ns.sympatico.ca","http://www.regulatoryaid.ca","REGULATORY AID.html",,"Sepulchre Regulatory Aid"
"Regus","cesar.rubien@regus.com","http://www.regus.ca","REGUS.html",,"RGN Management Limited Partnership"
"REH Condo Accounting","rehbusiness.solutions@gmail.com","http://rehcondo.ca","REH CONDO ACCOUNTING.html",,
"Rehab and Retreat Day Program","info@rehabandretreat.com","http://www.rehabandretreat.com/","REHAB AND RETREAT DAY PROGRAM.html",,"Rehab and Retreat, Senior Care Specialists LTD"
"Reich + Petch Architects Inc","info@reich-petch.com","http://www.reich-petch.com","REICH + PETCH ARCHITECTS INC.html",,
"Reid Marketing & Communications Inc.","creid@reidmc.com","http://www.reidmc.com","REID MARKETING & COMMUNICATIONS INC.html",,
"Reid's Dairy","squick@reidsdairy.com","http://www.reidsdairy.com","REID'S DAIRY.html",,"The Reid's Dairy Company Limited"
"Reidco Metal Industries Ltd.","info@reidcometal.com","http://www.reidcometal.com","REIDCO METAL INDUSTRIES LTD.html",,
"Reidpath Cold Storage Ltd.","info@reidpath.ca","http://www.reidpath.ca","REIDPATH COLD STORAGE LTD.html",,
"Reign Innovations Inc.",,,"REIGN INNOVATIONS INC.html",,
"Reimagine PR","susan@reimaginepr.com","http://www.reimaginepr.com","REIMAGINE PR.html",,"Babble On Communications, Inc"
"Reinders + Rieder Ltd.","email@reinders.ca","http://www.reinders.ca","REINDERS + RIEDER LTD.html",,
"Reinforced Earth Company Ltd.",,"http://www.reinforcedearth.ca","REINFORCED EARTH COMPANY LTD.html",,
"Reis Equipment Center","info@reisequipment.ca","http://www.reisequipment.com","REIS EQUIPMENT CENTER.html",,"HJ Reis International."
"Reiter Diversified Technologies Inc.","marcel@reiter.ca","http://www.reiter.ca","REITER DIVERSIFIED TECHNOLOGIES INC.html",,
"Reitzel Bros Asbestos Removal Ltd","rbar@reitzelbros.com","http://www.reitzelbros.com","REITZEL BROS ASBESTOS REMOVAL LTD.html",,
"Réjean Tremblay Entrepreneur Électricien inc.","pierrevezina46@hotmail.com",,"REJEAN TREMBLAY ENTREPRENEUR ELECTRICIEN INC.html",,
"Reko Industries Ltd.","reko@quesnelbc.com",,"REKO INDUSTRIES LTD.html",,
"Rekord Marine Enterprises Ltd.","sales@rekord-marine.com","http://www.victory-products.com","REKORD MARINE ENTERPRISES LTD.html","Victory Products Ltd.",
"R.E.L. Controls Inc.","controls@relcontrols.ca","http://www.relcontrols.ca","REL CONTROLS INC.html",,
"Relation1",,"http://www.relation1.ca","RELATION1.html",,"Relation1 Quebec inc."
"Relations Solutions International","jmt@relasol.com","http://www.relasol.com","RELATIONS SOLUTIONS INTERNATIONAL.html",,
"Relaxed Living Ltd.","art@relaxedliving.ca","http://relaxedliving.ca","RELAXED LIVING LTD.html",,
"Release Coatings Inc.","info@releasecoatings.ca","http://www.releasecoatings.ca","RELEASE COATINGS INC.html",,
"Reliable Bookbinders Ltd.","maryp@reliablegrp.com","http://www.reliablegrp.com","RELIABLE BOOKBINDERS LTD.html",,
"Reliable Metal Buildings Ltd.","andy@reliablemetalbuildings.com","http://www.reliablemetalbuildings.com","RELIABLE METAL BUILDINGS LTD.html",,
"Reliable Scale Corporation","info@reliablescale.com","http://www.reliablescale.com","RELIABLE SCALE CORPORATION.html",,
"Reliable Security Solutions Inc.","sales@rsecuritysolutions.com","http://www.rsecuritysolutions.com/","RELIABLE SECURITY SOLUTIONS INC.html",,
"Reliable Services Montreal",,"http://reliableservice.ca/english","RELIABLE SERVICES MONTREAL.html",,"Reliable Services Inc."
"Reliable Toy Corp/ Viceroy Rubber and plastics Limited","luann@viceroyrubber.com","http://www.viceroyrubber.com","RELIABLE TOY CORP- VICEROY RUBBER AND PLASTICS LIMITED.html",,
"Reliance Construction of Canada","reception@reliancecontruction.com","http://www.relianceconstruction.com","RELIANCE CONSTRUCTION OF CANADA.html",,"Reliance Construction of Canada Ltd."
"Reliant Worldwide Inc.","info@reliantworldwide.com","http://www.reliantworldwide.com","RELIANT WORLDWIDE INC.html",,
"Relic Design","jthollis@relicdesign.ca","http://www.relicdesign.ca","RELIC DESIGN.html",,"Relic"
"Reliure Concept inc.","info@reliureconcept.com","http://www.reliureconcept.com","RELIURE CONCEPT INC.html","Concept Binding INC","Concept Binding inc."
"Reliure Jonquière Enr.","reliurejonquiere@videotron.ca",,"RELIURE JONQUIERE ENR.html",,
"Reliure RSP Bindery Inc.","infos@reliurersp.com","http://www.reliurersp.com","RELIURE RSP BINDERY INC.html",,
"Rematech division Bremo","info@rematechbremo.com","http://www.rematechbremo.com","REMATECH DIVISION BREMO.html",,"Bremo inc."
"Rematech Industries","sales@rematech-sudbury.com","http://www.rematechindustries.com","REMATECH INDUSTRIES.html",,"Remacan Industries Inc."
"Rematek inc.","mdeblois@rematek.com","http://www.rematek-ate.com","REMATEK INC.html",,
"Remax Chay Realty Inc., Brokerage","info@brianfockler.ca","http://www.BarrieRealEstateListingsOnLine.com","REMAX CHAY REALTY INC, BROKERAGE.html",,"Brian Fockler"
"Remax Direct Inc.","marc-t@videotron.ca","http://www.marctessier.ca","REMAX DIRECT INC.html",,
"REMAX ESCARPMENT REALTY INC","fdesk@rmxemail.com","http://www.remaxescarpment.com","REMAX ESCARPMENT REALTY INC.html",,"REMAX ESCARPMENT REALTY INC."
"Remax Landan Real Estate Calgary","remaxlan@telusplanet.net","http://www.remax-landan.com","REMAX LANDAN REAL ESTATE CALGARY.html",,
"Remax West Realty, inc.","k.sohrabi@remaxwest.net","http://www.remaxwest.net","REMAX WEST REALTY, INC.html",,"Remax West Realty, inc , Brokerage"
"Rembourtout R G Inc.",,,"REMBOURTOUT R G INC.html",,
"Rembrandt Awards Mfg. Ltd.","service@rembrandtawards.com","http://www.rembrandtawards.com","REMBRANDT AWARDS MFG LTD.html",,"Rembrandt Awards Manufacturing Ltd."
"R.E.McLellan's Machine Shop Ltd.","remclellan@eastlink.ca",,"REMCLELLAN'S MACHINE SHOP LTD.html",,
"Remco Air inc","info@remcoair.com","http://www.remcoair.com","REMCO AIR INC.html",,
"Remco Memorials Ltd.","d.reeson@remco-memorials.ca","http://www.remco-memorials.ca","REMCO MEMORIALS LTD.html",,
"RemedX Remediation Services Inc.","contact@remedx.net","http://www.remedx.net","REMEDX REMEDIATION SERVICES INC.html",,
